id,name,cafe_type,district,address,phone,age,capacity,image_url,reserve_url,detail_url,operation_period,operation_days,closed_days,feature_summary,open_saturday,open_sunday,parking_available,parking_info,lat,lng,source_url
kc_026,서울형 키즈카페 관악구 난향동점,일반형 키즈카페,관악구,서울특별시 관악구 난곡로9길 29-2 난향경로당 3층 (신림동),02-867-2856,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 6 명 단체 10 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/8/21/f6088217-e4c8-4b32-9cac-e82feb2faa8b.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA241201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA241201&q_fcltyStle=2001,,화~일,"월요일, 법정공휴일, 근로자의날",회차별 예약 운영,True,True,,,37.464,126.91815,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA241201&q_fcltyStle=2001
kc_027,서울형 키즈카페 관악구 보라매동점,일반형 키즈카페,관악구,서울특별시 관악구 봉천로23길 6 3층 (봉천동),02-877-2834,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 6 명 단체 10 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/8/8/b14ccab5-0a09-4f4f-968c-29c29b9eeae8.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA241203&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA241203&q_fcltyStle=2001,,화~일,"월, 공휴일, 근로자의날",회차별 예약 운영,True,True,,,37.48673,126.93546,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA241203&q_fcltyStle=2001
kc_028,서울형 키즈카페 관악구 행운동점,일반형 키즈카페,관악구,서울특별시 관악구 행운1마길 29 2층 (봉천동),02-2039-8574,3 ~ 7세 (연나이 기준) 2023년생 ~ 2019년생 (2026년도 기준),개인 30 명 단체 40 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/4/17/b9b1a3f1-a9c8-4157-a6ec-775e9303e591.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA250301&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA250301&q_fcltyStle=2001,,월요일~토요일,"일요일, 근로자의 날, 명절 및 법정 공휴일 (어린이날 예외)",미끄럼방지 양말 필수 · 현장 계좌이체 결제 · 대중교통 이용 권장,True,False,True,★ 에덴교회 주차장 입구로 들어온 후 엘리베이터 타고 2층으로 올라오시기 바랍니다. / ★ 주차 공간이 협소하니 도보나 대중교통을 이용해 주시기 바랍니다.,37.48270656732048,126.95514468509354,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA250301&q_fcltyStle=2001
kc_029,서울형 키즈카페 관악구 은천동점,일반형 키즈카페,관악구,서울특별시 관악구 국회단지4길 32 3층 서울형키즈카페 관악구 은천동점 (봉천동),02-875-2883,0 ~ 2세 (연나이 기준) 2026년생 ~ 2024년생 (2026년도 기준),개인 6 명 단체 6 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/7/29/20cdaa29-46ca-42e4-b7dd-975a9d6e8ebb.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA250401&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA250401&q_fcltyStle=2001,,화~일,월,현장 계좌이체 결제 · 회차별 예약 운영,True,True,,,37.48701961053774,126.94161054882855,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA250401&q_fcltyStle=2001
kc_030,서울형 키즈카페 관악구 신사동점,일반형 키즈카페,관악구,서울특별시 관악구 남부순환로 1491 1층 (신림동),02-867-2837,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 15 명 단체 30 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/12/20/109dd754-19e0-443b-904f-b1d3699ff02f.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA251101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA251101&q_fcltyStle=2001,,화~일,"월, 공휴일, 근로자의 날",미끄럼방지 양말 필수 · 보호자 동반 이용 · 회차별 예약 운영,True,True,,,37.48245324221631,126.91644162198848,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA251101&q_fcltyStle=2001
kc_031,서울형 키즈카페 광진구 중곡3동점(꾸미팡팡 놀이터),일반형 키즈카페,광진구,서울특별시 광진구 능동로 400 보건복지행정타운 별관 3층(중곡동),02-467-1827,1 ~ 6세 (연나이 기준) 2025년생 ~ 2020년생 (2026년도 기준),개인 42 명 단체 45 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2023/2/28/d43e98d6-d3b9-4736-a589-930723b52d53.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GJ230202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ230202&q_fcltyStle=2001,,화요일~일요일 09:00~18:00,"월요일, 법정공휴일, 대체휴무일, 근로자의 날",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 회차별 예약 운영,True,True,,"- 자차 이용 시 주차요금이 발생합니다. (1시간 무료, 이후 10분당 500원 부과)",37.565429205930194,127.08457341402034,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ230202&q_fcltyStle=2001
kc_032,서울형 키즈카페 자양4동 1호점(꾸미팡팡 놀이터),일반형 키즈카페,광진구,서울특별시 광진구 능동로 87 3층 (자양동),02-6462-1235,1 ~ 6세 (연나이 기준) 2025년생 ~ 2020년생 (2026년도 기준),개인 36 명 단체 42 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/10/23/bdc9ff62-34de-42a5-aea0-01512908f488.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GJ240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ240902&q_fcltyStle=2001,,화요일~일요일,"월요일, 법정공휴일, 대체휴무일, 근로자의 날, 기타 정비일(소독) 등",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 보호자 동반 이용,True,True,False,"[주차안내] / - 평일 : 주차요금 1시간30분 무료, 이후 10분당 1,000원 / 입차 및 주차 불가 / (무료 주차지원 불가)",37.53916,127.06964,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ240902&q_fcltyStle=2001
kc_033,서울형 키즈카페 자양4동 2호점(꾸미팡팡 놀이터),일반형 키즈카페,광진구,서울특별시 광진구 능동로 87 3층 (자양동),02-6462-1239,1 ~ 6세 (연나이 기준) 2025년생 ~ 2020년생 (2026년도 기준),개인 8 명 단체 8 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/10/23/4f8cfee1-aa9f-407a-b9c1-56fe192fda6a.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GJ240903&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ240903&q_fcltyStle=2001,,화요일~일요일,"월요일, 법정공휴일, 대체휴무일, 근로자의 날, 기타 정비일(소독) 등",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 보호자 동반 이용,True,True,False,"[주차안내] / - 평일 : 주차요금 1시간30분 무료, 이후 10분당 1,000원 / - 주말 및 공휴일 : 입차 및 주차 불가(무료 주차지원 불가) / - 자차 이용 시 주차요금이 발생합니다.",37.53916,127.06964,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ240903&q_fcltyStle=2001
kc_034,서울형키즈카페 시립 팔각당점,일반형 키즈카페,광진구,서울특별시 광진구 능동로 216 (능동),02-458-5583,1 ~ 8세 (연나이 기준) 2025년생 ~ 2018년생 (2026년도 기준),개인 50 명 단체 50 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/10/21/2d3bec39-852b-4034-8ab5-67cf60db01a3.jpg,http://palgakdangcafe.com/,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ241001&q_fcltyStle=2001,,월~일,없음,놀이돌봄서비스 운영 · 보호자 동반 이용 · 입장권 구매 후 입장,True,True,,,37.54985731539124,127.08247063367558,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GJ241001&q_fcltyStle=2001
kc_035,서울형 키즈카페 구로구 개봉1동점,일반형 키즈카페,구로구,서울특별시 구로구 경인로 318-15 2층 (개봉동),02-2060-9909,3 ~ 5세 (연나이 기준) 2023년생 ~ 2021년생 (2026년도 기준),개인 20 명 단체 28 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/10/29/ee1a34e9-19bc-4bb1-b015-52e5fd6bf96c.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GR241001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR241001&q_fcltyStle=2001,,화~일,월,놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,,★ 주차시설이 없으므로 대중교통 이용을 권장합니다.,37.49677,126.85591,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR241001&q_fcltyStle=2001
kc_036,서울형 키즈카페 구로구 구로4동점,일반형 키즈카페,구로구,서울특별시 구로구 구로동로26길 54 서울형 키즈카페 (구로동),070-8805-5678,0 ~ 3세 (연나이 기준) 2026년생 ~ 2023년생 (2026년도 기준),개인 15 명 단체 15 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/2/24/58f5da27-4317-4ccd-91db-0a1ca434e172.png,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GR250201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR250201&q_fcltyStle=2001,,화~일,"매주 월요일, 법정공휴일, 대체휴무일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,True,▶주차 안내 / 주차 시설은 있으나 주차 지원이 불가하오니 가급적 대중교통을 이용해 주시기 바랍니다. / ※공영주차장에 주차 자리가 없어 예약 후 이용하지 못하시는 경우가 다수 발생하고 있습니다. 이 점 확인하시어 방문 바랍니다.,37.4899,126.88657,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR250201&q_fcltyStle=2001
kc_037,서울형 키즈카페 구로구 신도림동점,일반형 키즈카페,구로구,서울특별시 구로구 경인로 688 신도림역 지상 2층 (신도림동),070-8846-5678,3 ~ 6세 (연나이 기준) 2023년생 ~ 2020년생 (2026년도 기준),개인 18 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/3/25/c5b3b513-da45-4d33-81df-6082ac8d4fbf.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GR250505&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR250505&q_fcltyStle=2001,,화~일,"매주 월요일, 법정공휴일, 대체휴무일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,True,"▶주차 안내 / -구로미래도서관 공영주차장 이용(유료) / 이용 요금: 30분 무료, 30분 이후 5분당 150원 / ※ 주차 시설이 없어 유료 공영주차장 이용이 필요하오니, 가급적 대중교통을 이용해주시기 바랍니다.",37.50905179145193,126.89154439596116,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GR250505&q_fcltyStle=2001
kc_038,서울형 키즈카페 금천구 시흥1동 나래랑키즈랑점,일반형 키즈카페,금천구,서울특별시 금천구 시흥대로45길 34 금천양문교회 커뮤니티센터 2층 (시흥동),02-803-0272,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 19 명 단체 22 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/3/12/18d47eae-0df3-4ae5-8648-b291d1fe8d63.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=KC240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=KC240902&q_fcltyStle=2001,,월요일~토요일,"매주 일요일, 법정 공휴일, 근로자의날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 사전예약 중심 운영,True,False,True,◐ 주차안내 / ☆ 건물내 2시간 주차 무료 - 주차 총 7대까지 가능 (주차장 협소로 양해 부탁드립니다. ),37.4487,126.90013,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=KC240902&q_fcltyStle=2001
kc_039,서울형 키즈카페 금천구 아이세상놀이터점,일반형 키즈카페,금천구,"서울특별시 금천구 두산로 70 A타워 1층 103호(독산동,현대지식산업센터) (독산동)",02-2169-2067,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 18 명 단체 22 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/9/26/b86f72a9-97eb-4169-b7e1-ac8d948ec5b7.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=KC240901&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=KC240901&q_fcltyStle=2001,,화요일~일요일,"매주 월요일, 법정공휴일(어린이날 제외), 근로자의날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 사전예약 중심 운영,True,True,,"* 주차는 입차시간 기준으로 평일은 2시간, 주말은 3시간까지 무료로 이용가능합니다. (입장 시 차량번호를 꼭 작성해주세요.)",37.46869845647264,126.89560867672988,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=KC240901&q_fcltyStle=2001
kc_040,서울형 키즈카페 노원구 중평공원점,일반형 키즈카페,노원구,서울특별시 노원구 동일로203길 73 중평공원 내 (하계동),02-973-1955,4 ~ 8세 (연나이 기준) 2022년생 ~ 2018년생 (2026년도 기준),개인 25 명 단체 25 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/7/15/db36ac79-7cd5-4e2f-9779-aab9011b905c.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=NW240701&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=NW240701&q_fcltyStle=2001,,화~일,"월, 공휴일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,,,37.63716460916218,127.06331499659012,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=NW240701&q_fcltyStle=2001
kc_041,서울형 키즈카페 노원구 상계2동점,일반형 키즈카페,노원구,서울특별시 노원구 상계로9나길 25 빛가온교회 드림센터 1층 (상계동),02-952-3446,0 ~ 4세 (연나이 기준) 2026년생 ~ 2022년생 (2026년도 기준),개인 15 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/3/20/020891e7-a980-437c-ad6d-fb3179bdc5b1.png,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=NW260302&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=NW260302&q_fcltyStle=2001,,월~토,"일, 공휴일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,False,,,37.66068,127.06739,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=NW260302&q_fcltyStle=2001
kc_042,서울형 키즈카페 도봉구 도봉2동1호점(봉봉트레킹),일반형 키즈카페,도봉구,서울특별시 도봉구 마들로 668 (도봉동),02-994-3340,0 ~ 4세 (연나이 기준) 2026년생 ~ 2022년생 (2026년도 기준),개인 24 명 단체 24 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/3/12/9ac9f001-90c1-4ccc-a20f-681b98ab0a1d.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231001&q_fcltyStle=2001,,-,-,회차별 예약 운영,,,,,37.66967,127.04653,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231001&q_fcltyStle=2001
kc_043,서울형 키즈카페 도봉구 쌍문2동점(쌍문별 탐험대),일반형 키즈카페,도봉구,서울특별시 도봉구 노해로 227 (쌍문동),02-6205-6729,2 ~ 8세 (연나이 기준) 2024년생 ~ 2018년생 (2026년도 기준),개인 38 명 단체 38 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/12/27/70005b44-28c2-41e2-af6d-848bf0a5c663.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB241103&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241103&q_fcltyStle=2001,,화~일요일,"매주 월요일 휴관, 법정공휴일 휴관(근로자의 날 휴관/ 어린이날 정상운영)",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 접수 병행,True,True,,주차장이 매우 협소하오니 대중교통 이용바랍니다.,37.65135,127.03349,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241103&q_fcltyStle=2001
kc_044,서울형 키즈카페 도봉구 창3동점(우당탕탕 숲속대탐험),일반형 키즈카페,도봉구,"서울특별시 도봉구 우이천로4길 24-5 육아종합지원센터(창동), 1층 (창동)",02-998-0708,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 22 명 단체 22 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/5/15/988d7db5-851c-410f-8a64-822de7966eb2.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB241101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241101&q_fcltyStle=2001,,화요일 ~ 일요일,"월요일, 법정공휴일",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 대중교통 이용 권장,True,True,,"* 센터 옆 주차시설 이용이 협소하여 만차시 창3동 제1 공영주차장을 이용해 주시고, 가급적 대중교통을 이용해주시길 바랍니다. (*공영주차장 10분 당 200원 요금 발생) / * 센터 옆 주차시설 이용이 협소하여 만차 시 창3동 제 1공영주차장을 이용해 주시고 가급적 대중교통을 이용해주시길 바랍니다. (*공영주차장 10분당 200원 요금 발생)",37.63354,127.04106,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241101&q_fcltyStle=2001
kc_045,서울형 키즈카페 도봉구 도봉2동2호점(HOLA(올라) PLAY GROUND),일반형 키즈카페,도봉구,"서울특별시 도봉구 도봉로180나길 19 1층, (도봉동, 힐스테이트 도봉역 웰가)",02-6952-6723,3 ~ 8세 (연나이 기준) 2023년생 ~ 2018년생 (2026년도 기준),개인 22 명 단체 22 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/12/24/c299684d-cd30-41e1-ae1e-484dadc404f1.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB241102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241102&q_fcltyStle=2001,,화~일요일,"월요일, 법정공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 접수 병행,True,True,True,2. 힐스테이트 웰가 단지 내 2시간 무료주차 가능합니다.,37.68316,127.04793,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB241102&q_fcltyStle=2001
kc_046,"서울형 키즈카페 도봉구 방학1동2호점(오밀조밀숲, 놀다람)",일반형 키즈카페,도봉구,"서울특별시 도봉구 도당로 70 (방학동, 쏘네하임 103동 1층)",02-955-3341,0 ~ 4세 (연나이 기준) 2026년생 ~ 2022년생 (2026년도 기준),개인 12 명 단체 12 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/5/7/13a84e08-c41b-455d-aafa-02e8540292b8.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB250401&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB250401&q_fcltyStle=2001,,화요일 ~ 일요일,"월요일, 법정공휴일",놀이돌봄서비스 운영 · 현장 접수 병행 · 사전예약 중심 운영,True,True,False,주차공간이 없으므로 도깨비시장 공영주차장을 이용해주시고 가급적 대중교통을 이용해주시길 바랍니다 / 공영주차장 / * 주차공간이 없으므로 대중교통을 이용해주시기 바랍니다. / (주차공간이 없으므로 도깨비시장 공영주차장을 이용해주시고 가급적 대중교통을 이용해주시길 바랍니다. - 공영주차장 30분당 600원 요금 발생),37.66420680131153,127.03539695489191,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB250401&q_fcltyStle=2001
kc_047,서울형 키즈카페 도봉구 방학1동점1호점(오르봉내리봉),일반형 키즈카페,도봉구,"서울특별시 도봉구 마들로 656 도봉구청사, 지하1층 (방학동)",070-4190-8922,2 ~ 7세 (연나이 기준) 2024년생 ~ 2019년생 (2026년도 기준),개인 31 명 단체 31 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/2/4/110cf71f-7052-4dc7-aef3-445b2e7fc6ac.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231201&q_fcltyStle=2001,,화~일,"월요일, 공휴일 (근로자의 날 포함)",놀이돌봄서비스 운영 · 현장 접수 병행 · 현장 계좌이체 결제,True,True,True,"※ 자가용 이용시 도봉구청 주차장을 이용 해주시고(1시간무료), 가급적 대중교통을 이용해 주시기 바랍니다. / ※ 주차시설이 협소하오니 대중교통을 이용해 주시기 바랍니다. (무료주차 1시간 후 유료)",37.668775119931716,127.04717214853598,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231201&q_fcltyStle=2001
kc_048,서울형 키즈카페 도봉구 창1동점(숲속유람선 뚜뚜),일반형 키즈카페,도봉구,서울특별시 도봉구 해등로4길 38 초안산생태공원 내 위치 (창동),02-994-7456,0 ~ 4세 (연나이 기준) 2026년생 ~ 2022년생 (2026년도 기준),개인 16 명 단체 16 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/11/25/d016fd6d-fd3c-487e-ace4-cb6124494d7c.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DB231202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231202&q_fcltyStle=2001,,화~일,"월요일, 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 접수 병행,True,True,,* 주차시설이 없으니 대중교통 이용하여 주시기 바랍니다.,37.64882,127.04554,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DB231202&q_fcltyStle=2001
kc_049,서울형 키즈카페 동대문구 회기동점,일반형 키즈카페,동대문구,서울특별시 동대문구 회기로18길 8 (1층) (회기동),02-964-0691,1 ~ 6세 (연나이 기준) 2025년생 ~ 2020년생 (2026년도 기준),개인 19 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/10/15/0708e3e2-c73f-452d-a7d4-6ed36094c2c7.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250102&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250102&q_fcltyStle=2001,,월요일~토요일,"매주 일요일, 법정 공휴일 및 근로자의 날 (어린이날 정상 운영 )",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,False,True,▣ 이용 중인 회차 시간에만 무료 주차 가능 / 안내데스크에서 주차표지판 수령 > 키즈카페 입구 맞은편 룻교회 마당 주차장 이용,37.591,127.05226,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250102&q_fcltyStle=2001
kc_050,서울형키즈카페 동대문구 제기동점,일반형 키즈카페,동대문구,서울특별시 동대문구 약령시로7길 19 동대문구육아종합지원센터 제기점 2층,070-4922-0421,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 12 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/3/13/142d4697-a150-4aa2-a481-e53af58967d8.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=DM250301&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250301&q_fcltyStle=2001,,월~토요일,"일요일, 법정공휴일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,False,,- 서울형키즈카페 제기동점은 전용주차장이 없습니다. (대중교통 이용 권장),37.58373,127.03467,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=DM250301&q_fcltyStle=2001
